number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,satisfaction_level,last_evaluation,department_RandD,department_accounting,department_hr,department_management,department_marketing,department_product_mng,department_sales,department_support,department_technical,salary_low,salary_medium
5,161,4,0,0,0,0.12,0.39,0,0,0,0,0,0,0,0,0,1,0
4,145,6,0,0,0,0.6,0.7,0,0,0,0,0,0,0,0,0,1,0
4,111,6,0,0,0,0.36,0.62,0,0,0,0,0,0,0,0,0,1,0
3,176,2,0,0,0,0.63,0.76,0,0,0,0,0,1,0,0,0,1,0
2,192,3,0,0,0,0.67,0.94,0,0,0,0,0,1,0,0,0,1,0
3,179,2,1,0,0,0.83,0.9,0,0,0,0,0,1,0,0,0,1,0
4,224,3,0,0,0,0.48,0.9,0,0,0,0,0,1,0,0,0,1,0
4,241,5,0,0,0,0.89,0.56,0,0,0,0,0,0,0,0,0,1,0
3,201,3,0,0,0,0.71,0.96,1,0,0,0,0,0,0,0,0,1,0
4,138,2,0,0,0,0.31,0.59,1,0,0,0,0,0,0,0,0,1,0
5,168,2,0,0,0,0.89,0.84,1,0,0,0,0,0,0,0,0,1,0
2,120,3,0,0,0,0.38,0.51,1,0,0,0,0,0,0,0,0,1,0
3,179,3,0,0,0,0.88,0.92,1,0,0,0,0,0,0,0,0,1,0
3,250,3,0,0,0,0.64,0.85,0,0,0,0,1,0,0,0,0,1,0
4,237,3,1,0,0,0.65,0.74,0,0,0,0,0,0,1,0,0,1,0
4,192,3,0,0,0,0.65,0.81,0,1,0,0,0,0,0,0,0,1,0
4,258,3,0,0,0,0.54,0.97,0,0,0,0,0,0,0,1,0,1,0
4,257,4,0,0,0,0.69,0.76,0,0,0,0,0,0,0,0,1,1,0
2,271,3,0,0,0,0.77,0.78,0,0,0,1,0,0,0,0,0,1,0
3,184,2,0,0,0,0.28,0.66,0,0,0,0,1,0,0,0,0,1,0
6,214,6,0,0,0,0.33,0.4,0,0,0,0,1,0,0,0,0,0,1
4,198,3,0,0,0,0.83,0.68,0,0,0,0,1,0,0,0,0,0,1
3,274,2,0,0,0,0.89,0.73,0,0,0,0,0,0,1,0,0,0,1
5,279,2,0,0,0,0.76,0.6,0,0,0,0,0,0,1,0,0,0,1
5,272,2,0,0,0,0.83,0.64,0,0,0,0,0,0,1,0,0,0,1
4,152,3,0,0,0,0.57,0.85,0,0,0,0,0,0,1,0,0,0,1
2,287,4,0,0,0,0.61,0.89,0,0,0,0,0,0,1,0,0,0,1
2,239,6,1,0,0,0.96,0.89,0,0,0,0,0,0,1,0,0,0,1
4,274,6,0,0,0,0.17,0.5,0,0,0,0,0,0,1,0,0,0,1
4,121,2,0,0,0,0.61,0.6,0,0,0,0,0,0,1,0,0,0,1
5,199,2,0,0,0,0.73,0.74,0,0,0,0,0,0,1,0,0,0,1
3,175,3,0,0,0,0.3,0.39,0,0,0,0,0,0,1,0,0,0,1
2,115,3,0,0,0,0.42,0.67,0,0,0,0,0,0,1,0,0,0,0
3,194,4,1,0,0,0.65,0.75,0,0,0,0,0,0,1,0,0,1,0
2,119,3,0,0,0,0.17,0.45,0,0,0,0,0,0,1,0,0,0,1
5,162,4,1,0,0,0.12,0.82,0,0,0,0,0,0,1,0,0,0,1
5,264,2,0,0,0,0.7,0.78,0,0,0,0,0,0,1,0,0,0,1
3,179,2,0,0,0,0.87,0.88,0,0,0,0,0,0,1,0,0,0,1
5,213,3,0,0,0,0.43,0.44,0,0,0,0,0,0,1,0,0,1,0
3,269,2,0,0,0,0.84,0.65,0,0,0,0,0,0,1,0,0,1,0
3,160,3,0,0,0,0.94,0.55,0,0,0,0,0,0,1,0,0,1,0
4,133,2,0,0,0,0.89,0.76,0,1,0,0,0,0,0,0,0,1,0
5,201,3,0,0,0,0.69,0.75,0,1,0,0,0,0,0,0,0,1,0
4,160,5,0,0,0,0.18,0.99,0,1,0,0,0,0,0,0,0,1,0
3,274,3,0,0,0,0.98,0.69,0,0,1,0,0,0,0,0,0,1,0
5,245,4,0,0,0,0.3,0.88,0,0,1,0,0,0,0,0,0,1,0
3,237,3,0,0,0,0.51,0.53,0,0,1,0,0,0,0,0,0,0,1
3,279,6,0,0,0,0.76,0.9,0,0,1,0,0,0,0,0,0,0,1
4,207,3,0,0,0,0.67,0.96,0,0,0,0,0,0,0,0,1,0,1
4,218,6,0,0,0,0.12,0.84,0,0,0,0,0,0,0,0,1,0,1
5,240,2,0,0,0,0.42,0.41,0,0,0,0,0,0,0,0,1,0,1
3,153,3,0,0,0,0.69,0.76,0,0,0,0,0,0,0,0,1,0,1
3,144,2,0,0,0,0.63,0.96,0,0,0,0,0,0,0,0,1,0,1
2,159,3,1,0,0,0.66,0.62,0,0,0,0,0,0,0,0,1,0,1
3,237,2,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0,1,0,1
5,148,2,1,0,0,0.67,0.82,0,0,0,0,0,0,0,0,1,0,1
4,205,3,0,0,0,0.59,0.62,0,0,0,0,0,0,0,0,1,0,1
2,264,3,1,0,0,0.75,0.78,0,0,0,0,0,0,0,0,1,0,1
5,189,2,0,0,0,0.88,0.89,0,0,0,0,0,0,0,0,1,0,1
3,243,3,0,0,0,0.99,0.75,0,0,0,0,0,0,0,1,0,0,1
2,199,2,0,0,0,0.44,0.42,0,0,0,0,0,0,0,1,0,0,1
4,205,2,0,0,0,0.65,0.78,0,0,0,0,0,0,0,1,0,0,1
3,184,4,0,0,0,0.88,0.63,0,0,0,0,0,0,0,1,0,0,1
2,274,4,0,0,0,0.58,0.79,0,0,0,0,0,0,0,1,0,0,1
4,181,3,0,0,0,0.99,0.9,0,0,0,0,0,0,0,1,0,0,1
3,205,2,0,0,0,0.76,0.71,0,0,0,0,0,0,0,1,0,0,1
5,172,5,0,0,0,0.14,0.98,0,0,0,0,0,0,0,1,0,0,1
3,164,2,0,0,0,0.57,0.86,0,0,0,0,0,0,0,1,0,0,1
3,138,2,1,0,0,0.52,0.82,0,0,0,0,0,0,0,1,0,0,1
5,262,3,0,0,0,0.71,0.55,0,0,0,0,0,0,0,1,0,0,1
5,264,3,0,0,0,0.27,0.75,0,0,0,0,0,0,0,0,1,0,1
3,225,2,0,0,0,0.49,0.52,0,0,0,0,0,0,0,0,1,0,0
3,199,2,0,0,0,0.59,0.5,0,0,0,0,0,0,0,0,1,0,0
6,210,5,0,0,0,0.24,0.65,0,0,0,1,0,0,0,0,0,0,0
6,226,4,0,0,0,0.18,0.87,0,0,0,0,0,0,0,0,0,0,0
5,134,3,0,0,0,0.73,0.62,0,0,0,0,0,0,0,0,0,0,0
6,111,6,0,0,0,0.78,0.63,0,0,0,0,0,0,0,0,0,0,0
5,142,2,1,0,0,0.94,0.73,0,0,0,0,0,0,0,0,0,0,0
3,213,3,0,0,0,0.86,0.53,0,0,0,0,0,0,0,0,0,0,0
4,139,2,0,0,0,0.97,0.88,0,0,0,0,0,1,0,0,0,0,0
3,145,3,0,0,0,0.49,0.54,0,0,0,0,0,1,0,0,0,0,0
4,149,6,0,0,0,0.82,0.48,0,0,0,0,0,1,0,0,0,0,0
4,147,2,1,0,0,0.86,0.64,0,0,0,0,0,1,0,0,0,0,0
3,193,3,1,0,0,0.3,0.39,0,0,0,0,0,0,0,0,0,1,0
4,270,2,0,0,0,0.7,0.38,1,0,0,0,0,0,0,0,0,1,0
5,266,3,0,0,0,0.8,0.78,1,0,0,0,0,0,0,0,0,1,0
2,278,4,0,0,0,0.36,0.63,1,0,0,0,0,0,0,0,0,1,0
3,165,2,0,0,0,0.4,0.61,1,0,0,0,0,0,0,0,0,1,0
4,175,2,0,0,0,0.8,0.58,1,0,0,0,0,0,0,0,0,1,0
4,140,4,0,0,0,0.98,0.73,0,0,0,0,1,0,0,0,0,1,0
3,149,3,0,0,0,0.92,0.67,0,0,0,0,0,0,1,0,0,1,0
3,205,4,0,0,0,0.68,1.0,0,1,0,0,0,0,0,0,0,1,0
3,253,3,0,0,0,1.0,0.59,0,0,0,0,0,0,0,1,0,1,0
3,222,4,0,0,0,0.8,0.54,0,0,0,0,0,0,0,0,1,1,0
4,216,4,0,0,0,0.85,0.69,0,0,0,1,0,0,0,0,0,1,0
3,139,2,0,0,0,0.69,0.6,0,0,0,0,1,0,0,0,0,1,0
4,252,2,0,0,0,0.57,0.52,0,0,0,0,1,0,0,0,0,1,0
2,173,2,0,0,0,0.33,0.72,0,0,0,0,1,0,0,0,0,1,0
6,178,3,1,0,0,0.19,0.48,0,0,0,0,0,0,1,0,0,0,1
3,160,2,0,0,0,0.5,0.63,0,0,0,0,0,0,1,0,0,0,1
3,261,4,0,0,0,0.52,0.88,0,0,0,0,0,0,1,0,0,0,1
6,188,3,0,0,0,0.13,0.52,0,0,0,0,0,0,1,0,0,0,1
4,219,5,0,0,0,0.18,0.73,0,0,0,0,0,0,1,0,0,0,1
4,263,3,0,0,0,0.86,0.64,0,0,0,0,0,0,1,0,0,0,1
4,165,3,0,0,0,0.86,0.59,0,0,0,0,0,0,1,0,0,0,1
6,218,6,0,0,0,0.16,0.76,0,0,0,0,0,0,1,0,0,0,1
2,239,3,1,0,0,0.43,0.46,0,0,0,0,0,0,1,0,0,0,1
3,212,2,1,0,0,0.79,0.63,0,0,0,0,0,0,1,0,0,0,1
4,133,3,0,0,0,0.51,0.67,0,0,0,0,0,0,1,0,0,0,1
5,250,3,1,0,0,0.83,0.55,0,0,0,0,0,0,1,0,0,0,1
3,114,3,0,0,0,0.61,0.45,0,0,0,0,0,0,1,0,0,0,0
3,168,2,0,0,0,0.65,0.57,0,0,0,0,0,0,1,0,0,0,0
4,252,2,0,0,0,0.95,0.83,0,0,0,0,0,0,1,0,0,0,0
5,189,4,0,0,0,0.63,0.64,0,0,0,0,0,0,1,0,0,0,0
3,265,2,1,0,0,0.72,0.6,0,0,0,0,0,0,1,0,0,0,0
3,176,3,0,0,0,0.8,0.57,0,0,0,0,0,0,1,0,0,0,0
4,150,4,0,0,0,0.7,0.57,0,0,0,0,0,0,1,0,0,0,0
5,97,6,1,0,0,0.45,0.79,0,1,0,0,0,0,0,0,0,0,0
4,265,2,0,0,0,0.64,0.85,0,1,0,0,0,0,0,0,0,1,0
4,260,4,0,0,0,0.94,0.48,0,1,0,0,0,0,0,0,0,1,0
4,164,2,0,0,0,0.57,0.76,0,0,1,0,0,0,0,0,0,1,0
4,142,2,0,0,0,0.35,0.56,0,0,1,0,0,0,0,0,0,1,0
2,247,4,0,0,0,0.75,0.81,0,0,1,0,0,0,0,0,0,1,0
5,182,3,0,0,0,0.7,0.92,0,0,1,0,0,0,0,0,0,1,0
2,238,3,0,0,0,0.7,0.47,0,0,0,0,0,0,0,0,1,1,0
3,191,3,0,0,0,0.61,0.62,0,0,0,0,0,0,0,0,1,1,0
4,178,3,0,0,0,0.78,0.87,0,0,0,0,0,0,0,0,1,0,1
4,208,2,0,0,0,0.97,0.77,0,0,0,0,0,0,0,0,1,0,1
3,256,2,0,0,0,0.51,0.76,0,0,0,0,0,0,0,0,1,0,1
5,243,3,0,0,0,0.56,0.71,0,0,0,0,0,0,0,0,1,0,1
3,233,3,0,0,0,0.87,0.55,0,0,0,0,0,0,0,0,1,0,1
5,200,3,0,0,0,0.64,0.78,0,0,0,0,0,0,0,0,1,0,1
2,226,2,1,0,0,0.6,0.85,0,0,0,0,0,0,0,0,1,0,1
2,150,2,0,0,0,0.9,0.76,0,0,0,0,0,0,0,0,1,0,1
2,141,2,0,0,0,0.54,0.62,0,0,0,0,0,0,0,0,1,0,1
5,139,3,0,0,0,0.23,0.8,0,0,0,0,0,0,0,1,0,0,1
3,199,4,1,0,0,0.8,0.81,0,0,0,0,0,0,0,1,0,0,1
4,154,6,1,0,0,0.23,0.78,0,0,0,0,0,0,0,1,0,0,1
3,247,2,0,0,0,0.81,0.51,0,0,0,0,0,0,0,1,0,0,1
5,239,5,0,0,0,0.35,0.6,0,0,0,0,0,0,0,1,0,0,1
4,137,2,0,0,0,0.67,0.8,0,0,0,0,0,0,0,1,0,0,1
4,119,5,0,0,0,0.46,0.6,0,0,0,0,0,0,0,1,0,0,1
4,134,5,1,0,0,0.84,0.98,0,0,0,0,0,0,0,1,0,0,1
3,243,4,0,0,0,0.92,0.79,0,0,0,0,0,0,0,1,0,0,1
5,210,3,0,0,0,0.75,0.93,0,0,0,0,0,0,0,1,0,0,1
4,265,2,0,0,0,0.7,0.57,0,0,0,0,0,0,0,1,0,0,1
4,204,3,0,0,0,0.7,0.75,0,0,0,0,0,0,0,0,1,0,1
6,273,5,0,0,0,0.9,0.81,0,0,0,0,0,0,0,0,1,0,1
3,177,2,0,0,0,0.8,1.0,0,0,0,0,0,0,0,0,1,0,1
5,285,6,0,0,0,0.5,0.65,0,0,0,1,0,0,0,0,0,0,0
4,222,2,0,0,0,0.84,0.72,0,0,0,0,0,0,0,0,0,1,0
3,185,2,1,0,0,0.48,0.94,0,0,0,0,0,0,0,0,0,0,1
5,151,6,0,0,0,0.98,0.87,0,0,0,0,0,0,0,0,0,0,1
3,109,4,0,0,0,0.64,0.96,0,0,0,0,0,0,0,0,0,0,1
4,192,4,0,0,0,0.58,0.53,0,0,0,0,0,0,0,0,0,0,1
4,139,3,0,0,0,0.66,0.89,0,0,0,0,0,1,0,0,0,0,1
4,191,2,0,0,0,0.76,0.98,0,0,0,0,0,1,0,0,0,0,1
6,114,3,0,0,0,0.32,0.42,0,0,0,0,0,1,0,0,0,0,1
3,212,2,0,0,0,0.49,0.87,0,0,0,0,0,1,0,0,0,0,1
3,162,2,0,0,0,0.81,0.51,0,0,0,0,0,0,0,0,0,0,1
5,191,5,0,0,0,0.42,0.48,1,0,0,0,0,0,0,0,0,0,1
3,234,3,0,0,0,0.17,0.85,1,0,0,0,0,0,0,0,0,1,0
4,265,3,0,0,0,0.49,0.59,1,0,0,0,0,0,0,0,0,1,0
6,283,2,0,0,0,0.34,0.69,1,0,0,0,0,0,0,0,0,1,0
3,232,4,0,0,0,0.86,0.81,1,0,0,0,0,0,0,0,0,1,0
4,208,3,1,0,0,0.51,0.71,0,0,0,0,1,0,0,0,0,1,0
4,258,3,1,0,0,0.49,0.99,0,0,0,0,0,0,1,0,0,1,0
3,175,2,0,0,0,0.49,0.63,0,1,0,0,0,0,0,0,0,1,0
3,238,3,0,0,0,0.51,0.59,0,0,0,0,0,0,0,1,0,0,0
3,166,3,0,0,0,0.64,0.52,0,0,0,0,0,0,0,0,1,1,0
4,225,2,0,0,0,0.62,0.85,0,0,0,1,0,0,0,0,0,0,0
4,221,6,0,0,0,0.81,0.52,0,0,0,0,1,0,0,0,0,0,0
2,263,3,0,0,0,0.95,0.57,0,0,0,0,1,0,0,0,0,1,0
4,218,4,1,0,0,0.88,0.66,0,0,0,0,1,0,0,0,0,1,0
5,236,4,0,0,0,0.87,0.68,0,0,0,0,0,0,1,0,0,0,0
5,133,2,0,0,0,0.73,0.68,0,0,0,0,0,0,1,0,0,1,0
2,237,3,0,0,0,0.98,0.73,0,0,0,0,0,0,1,0,0,0,1
3,204,6,0,0,0,0.77,0.48,0,0,0,0,0,0,1,0,0,0,0
3,166,3,0,0,0,0.76,0.99,0,0,0,0,0,0,1,0,0,0,1
4,189,2,1,0,0,0.21,0.93,0,0,0,0,0,0,1,0,0,0,1
4,251,3,0,0,0,0.72,0.63,0,0,0,0,0,0,1,0,0,0,1
2,121,2,0,0,0,0.41,0.56,0,0,0,0,0,0,1,0,0,0,1
3,149,2,0,0,0,0.9,0.56,0,0,0,0,0,0,1,0,0,0,0
5,198,2,0,0,0,0.96,0.9,0,0,0,0,0,0,1,0,0,0,1
4,163,3,0,0,0,0.61,0.48,0,0,0,0,0,0,1,0,0,0,1
4,222,2,0,0,0,0.6,0.8,0,0,0,0,0,0,1,0,0,0,1
2,107,4,0,0,0,0.5,0.76,0,0,0,0,0,0,1,0,0,0,0
4,162,2,0,0,0,0.79,0.61,0,0,0,0,0,0,1,0,0,0,1
6,192,3,0,0,0,0.32,0.69,0,0,0,0,0,0,1,0,0,0,0
5,236,3,0,0,0,0.85,0.59,0,0,0,0,0,0,1,0,0,1,0
5,225,2,0,0,0,0.9,0.62,0,0,0,0,0,0,1,0,0,0,1
4,167,2,0,0,0,0.74,0.54,0,0,0,0,0,0,1,0,0,0,1
6,219,4,1,0,0,0.21,0.76,0,0,0,0,0,0,1,0,0,0,1
3,255,3,0,0,0,0.91,0.61,0,1,0,0,0,0,0,0,0,0,1
5,137,2,0,0,0,0.9,0.66,0,1,0,0,0,0,0,0,0,1,0
4,193,3,0,0,0,0.74,0.99,0,1,0,0,0,0,0,0,0,1,0
3,239,2,0,0,0,0.76,0.75,0,0,1,0,0,0,0,0,0,1,0
5,179,5,0,0,0,0.45,0.61,0,0,1,0,0,0,0,0,0,1,0
3,205,2,1,0,0,0.73,0.63,0,0,1,0,0,0,0,0,0,1,0
3,140,5,1,0,0,0.6,0.73,0,0,1,0,0,0,0,0,0,1,0
5,256,2,0,0,0,0.8,0.77,0,0,0,0,0,0,0,0,1,1,0
4,243,3,0,0,0,0.53,0.7,0,0,0,0,0,0,0,0,1,1,0
5,163,3,0,0,0,0.97,0.63,0,0,0,0,0,0,0,0,1,1,0
3,167,2,0,0,0,0.64,0.99,0,0,0,0,0,0,0,0,1,1,0
4,190,5,0,0,0,0.92,0.59,0,0,0,0,0,0,0,0,1,0,0
5,145,3,1,0,0,0.6,0.57,0,0,0,0,0,0,0,0,1,1,0
4,265,4,0,0,0,1.0,0.6,0,0,0,0,0,0,0,0,1,1,0
4,272,2,0,0,0,0.69,0.63,0,0,0,0,0,0,0,0,1,1,0
5,140,5,0,0,0,0.53,0.45,0,0,0,0,0,0,0,0,1,1,0
4,236,2,0,0,0,0.63,0.58,0,0,0,0,0,0,0,0,1,0,0
4,255,3,1,0,0,0.57,0.89,0,0,0,0,0,0,0,0,1,1,0
5,131,6,0,0,0,0.79,0.45,0,0,0,0,0,0,0,1,0,1,0
4,209,6,0,0,0,0.68,0.92,0,0,0,0,0,0,0,1,0,1,0
3,250,2,0,0,0,0.56,0.61,0,0,0,0,0,0,0,1,0,0,0
3,201,2,1,0,0,0.48,0.51,0,0,0,0,0,0,0,1,0,1,0
4,271,2,0,0,0,0.59,0.67,0,0,0,0,0,0,0,1,0,0,1
6,237,5,0,0,0,0.34,0.76,0,0,0,0,0,0,0,1,0,0,0
3,239,4,0,0,0,0.98,0.87,0,0,0,0,0,0,0,1,0,0,1
2,135,3,1,0,0,0.36,0.45,0,0,0,0,0,0,0,1,0,0,0
2,182,2,0,0,0,0.6,0.58,0,0,0,0,0,0,0,1,0,0,1
6,193,4,0,0,0,0.24,0.54,0,0,0,0,0,0,0,1,0,0,1
4,192,3,1,0,0,0.67,0.72,0,0,0,0,0,0,0,1,0,0,1
5,144,6,0,0,0,0.17,0.6,0,0,0,0,0,0,0,0,1,0,1
3,251,3,0,0,0,0.57,0.58,0,0,0,0,0,0,0,0,1,0,1
3,161,2,0,0,0,0.7,0.85,0,0,0,0,0,0,0,0,1,0,1
3,171,3,0,0,0,0.73,0.62,0,0,0,1,0,0,0,0,0,0,1
4,153,5,0,0,0,0.61,0.86,0,0,0,0,0,0,0,0,0,0,1
4,161,2,0,0,0,0.95,0.96,0,0,0,0,0,0,0,0,0,0,0
3,226,4,0,0,0,0.85,0.55,0,0,0,0,0,0,0,0,0,1,0
3,193,3,0,0,0,0.72,0.9,0,0,0,0,0,0,0,0,0,0,1
4,204,3,0,0,0,0.84,0.66,0,0,0,0,0,0,0,0,0,0,1
2,158,2,0,0,0,0.57,0.47,0,0,0,0,0,1,0,0,0,0,1
3,236,4,0,0,0,0.69,0.69,0,0,0,0,0,1,0,0,0,0,1
4,191,3,0,0,0,0.57,0.68,0,0,0,0,0,1,0,0,0,0,1
6,104,4,0,0,0,0.52,0.59,0,0,0,0,0,1,0,0,0,0,1
3,245,2,0,0,0,0.56,0.55,0,0,0,0,0,0,0,0,0,0,1
3,186,3,1,0,0,0.75,0.74,1,0,0,0,0,0,0,0,0,0,1
5,168,4,1,0,0,0.98,0.75,1,0,0,0,0,0,0,0,0,0,1
4,262,3,1,0,0,0.48,0.55,1,0,0,0,0,0,0,0,0,0,0
2,116,3,0,0,0,0.35,0.67,1,0,0,0,0,0,0,0,0,1,0
4,187,2,0,0,0,0.66,0.93,1,0,0,0,0,0,0,0,0,1,0
5,184,3,0,0,0,0.79,0.9,0,0,0,0,1,0,0,0,0,1,0
4,155,3,0,0,0,0.86,0.53,0,0,0,0,1,0,0,0,0,0,0
5,190,2,0,0,0,0.88,1.0,0,0,0,0,0,0,1,0,0,1,0
3,242,3,0,0,0,0.83,0.64,0,1,0,0,0,0,0,0,0,1,0
5,204,2,0,0,0,0.8,0.64,0,0,0,0,0,0,0,1,0,1,0
4,232,3,0,0,0,0.64,0.69,0,0,0,0,0,0,0,0,1,0,0
4,245,2,0,0,0,0.72,0.59,0,0,0,1,0,0,0,0,0,1,0
3,251,2,0,0,0,0.67,0.61,0,0,0,0,1,0,0,0,0,1,0
4,179,2,0,0,0,0.75,0.7,0,0,0,0,1,0,0,0,0,1,0
4,153,2,0,0,0,0.65,0.95,0,0,0,0,1,0,0,0,0,1,0
5,210,6,0,0,0,0.98,0.98,0,0,0,0,0,0,1,0,0,1,0
2,257,2,1,0,0,0.68,0.8,0,0,0,0,0,0,1,0,0,1,0
3,137,4,0,0,0,0.52,0.37,0,0,0,0,0,0,1,0,0,1,0
4,179,2,0,0,0,0.68,0.93,0,0,0,0,0,0,1,0,0,0,1
4,213,3,0,0,0,0.92,0.74,0,0,0,0,0,0,1,0,0,0,1
3,106,6,1,0,0,0.86,0.79,0,0,0,0,0,0,1,0,0,0,1
4,272,2,0,0,0,0.5,0.99,0,0,0,0,0,0,1,0,0,0,1
4,153,2,0,0,0,0.35,0.37,0,0,0,0,0,0,1,0,0,0,1
5,172,3,0,0,0,0.76,0.97,0,0,0,0,0,0,1,0,0,0,1
4,224,2,0,0,0,0.66,0.95,0,0,0,0,0,0,1,0,0,0,1
3,230,3,1,0,0,0.58,0.71,0,0,0,0,0,0,1,0,0,0,1
4,222,4,0,0,0,0.55,0.97,0,0,0,0,0,0,1,0,0,0,1
3,270,3,0,0,0,0.9,0.53,0,0,0,0,0,0,1,0,0,0,1
4,205,3,0,0,0,0.75,0.71,0,0,0,0,0,0,1,0,0,0,1
4,134,3,1,0,0,0.9,0.63,0,0,0,0,0,0,1,0,0,0,1
5,275,4,1,0,0,0.14,0.54,0,0,0,0,0,0,1,0,0,0,0
4,183,3,0,0,0,0.86,0.57,0,0,0,0,0,0,1,0,0,1,0
4,143,4,0,0,0,0.56,0.84,0,0,0,0,0,0,1,0,0,0,1
5,259,2,0,0,0,0.54,0.63,0,0,0,0,0,0,1,0,0,0,1
5,186,4,0,0,0,0.36,0.8,0,1,0,0,0,0,0,0,0,0,1
3,155,3,0,0,0,0.82,0.59,0,1,0,0,0,0,0,0,0,0,1
2,266,3,0,0,0,0.49,0.42,0,1,0,0,0,0,0,0,0,1,0
3,215,2,0,0,0,0.77,0.97,0,0,1,0,0,0,0,0,0,1,0
4,179,3,0,0,0,0.64,0.83,0,0,1,0,0,0,0,0,0,1,0
3,217,3,0,0,0,0.93,0.53,0,0,1,0,0,0,0,0,0,1,0
5,235,3,0,0,0,0.96,0.94,0,0,1,0,0,0,0,0,0,1,0
3,164,2,0,0,0,0.6,0.97,0,0,0,0,0,0,0,0,1,1,0
3,178,5,0,0,0,0.58,0.55,0,0,0,0,0,0,0,0,1,1,0
5,170,3,0,0,0,0.52,0.49,0,0,0,0,0,0,0,0,1,1,0
5,241,3,0,0,0,0.74,0.79,0,0,0,0,0,0,0,0,1,1,0
4,222,2,0,0,0,0.64,0.99,0,0,0,0,0,0,0,0,1,1,0
3,233,3,0,0,0,0.93,0.59,0,0,0,0,0,0,0,0,1,1,0
5,243,3,0,0,0,0.76,0.49,0,0,0,0,0,0,0,0,1,1,0
4,175,2,0,0,0,0.5,0.54,0,0,0,0,0,0,0,0,1,1,0
4,266,3,0,0,0,0.79,0.55,0,0,0,0,0,0,0,0,1,1,0
5,201,2,0,0,0,0.97,0.95,0,0,0,0,0,0,0,0,1,1,0
5,259,4,0,0,0,0.6,0.49,0,0,0,0,0,0,0,0,1,1,0
5,105,5,0,0,0,0.84,0.73,0,0,0,0,0,0,0,1,0,1,0
5,189,3,0,0,0,0.75,0.99,0,0,0,0,0,0,0,1,0,1,0
4,232,2,0,0,0,0.24,0.91,0,0,0,0,0,0,0,1,0,1,0
5,258,6,0,0,0,0.24,0.91,0,0,0,0,0,0,0,1,0,1,0
5,173,3,0,0,0,0.51,0.58,0,0,0,0,0,0,0,1,0,1,0
4,147,3,0,0,0,0.5,0.88,0,0,0,0,0,0,0,1,0,0,1
3,256,6,0,0,0,0.66,0.36,0,0,0,0,0,0,0,1,0,0,1
3,206,4,0,0,0,0.97,0.77,0,0,0,0,0,0,0,1,0,0,1
4,175,3,0,0,0,0.61,0.5,0,0,0,0,0,0,0,1,0,0,1
4,274,2,1,0,0,0.77,0.49,0,0,0,0,0,0,0,1,0,0,1
3,229,3,0,0,0,0.74,0.64,0,0,0,0,0,0,0,1,0,0,1
4,161,3,0,0,0,0.92,0.98,0,0,0,0,0,0,0,0,1,0,1
2,188,2,0,0,0,0.78,0.99,0,0,0,0,0,0,0,0,1,0,1
3,205,3,0,0,0,0.56,0.57,0,0,0,0,0,0,0,0,1,0,1
3,246,3,0,0,0,0.82,0.63,0,0,0,1,0,0,0,0,0,0,1
5,161,5,0,0,0,0.26,0.98,0,0,0,0,0,0,0,0,0,0,1
5,246,3,0,0,0,0.69,0.85,0,0,0,0,0,0,0,0,0,0,1
4,158,3,0,0,0,0.78,0.83,0,0,0,0,0,0,0,0,0,0,0
3,175,3,0,0,0,0.67,0.86,0,0,0,0,0,0,0,0,0,1,0
5,268,3,1,0,0,0.77,0.91,0,0,0,0,0,0,0,0,0,0,1
4,211,2,0,0,0,0.8,0.63,0,0,0,0,0,1,0,0,0,0,1
3,274,2,0,0,0,0.51,0.51,0,0,0,0,0,1,0,0,0,0,1
4,241,3,0,0,0,0.77,0.52,0,0,0,0,0,1,0,0,0,0,1
3,170,2,0,0,0,0.65,0.71,0,0,0,0,0,1,0,0,0,1,0
3,287,5,0,0,0,0.58,0.53,0,0,0,0,0,0,0,0,0,1,0
2,235,6,0,0,0,0.67,0.39,1,0,0,0,0,0,0,0,0,1,0
3,98,3,1,0,0,0.33,0.39,1,0,0,0,0,0,0,0,0,1,0
6,105,5,1,0,0,0.78,0.66,1,0,0,0,0,0,0,0,0,1,0
3,226,3,0,0,0,0.58,0.83,1,0,0,0,0,0,0,0,0,1,0
4,171,4,0,0,0,0.63,0.59,1,0,0,0,0,0,0,0,0,1,0
4,153,4,0,0,0,0.63,0.51,1,0,0,0,0,0,0,0,0,1,0
3,183,4,0,0,0,0.59,0.55,0,0,0,0,1,0,0,0,0,1,0
5,139,3,0,0,0,0.6,0.9,0,0,0,0,0,0,1,0,0,1,0
5,210,3,0,0,0,0.93,0.9,0,1,0,0,0,0,0,0,0,1,0
2,177,4,0,0,0,0.78,0.77,0,0,0,0,0,0,0,1,0,1,0
3,148,2,0,0,0,0.65,0.6,0,0,0,0,0,0,0,0,1,1,0
4,198,2,0,0,0,1.0,0.61,0,0,0,1,0,0,0,0,0,1,0
3,137,4,1,0,0,0.96,1.0,0,0,0,0,1,0,0,0,0,1,0
5,233,3,1,0,0,0.54,0.97,0,0,0,0,1,0,0,0,0,1,0
2,204,4,0,0,0,0.98,0.69,0,0,0,0,1,0,0,0,0,1,0
2,164,2,0,0,0,0.34,0.59,0,0,0,0,0,0,1,0,0,1,0
5,162,2,0,0,0,0.71,0.53,0,0,0,0,0,0,1,0,0,1,0
